Title,Body,Status,Priority,Wave,Effort,Theme,Implementation Ready,Source Kind,Source Repo,Source Ref,Source URL,Labels,Board ID
"Harden ""`[Bug/Question]: Antigravity models looping in Plan Mode & 400 Invalid Argument errors`"" with stricter validation, safer defaults, and explicit fallback semantics.",Execution item CP2K-0902 | Source: router-for-me/CLIProxyAPI issue#437 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/437 | Implementation note: Add failing-before/failing-after regression tests and update golden fixtures for each supported provider. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#437,https://github.com/router-for-me/CLIProxyAPI/issues/437,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0902
"Operationalize ""[Bug] 400 Invalid Argument: 'thinking' block missing in ConvertClaudeRequestToAntigravity"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-0903 | Source: router-for-me/CLIProxyAPI issue#436 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/436 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#436,https://github.com/router-for-me/CLIProxyAPI/issues/436,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0903
"Generalize ""gemini等模型没有按openai api的格式返回呀"" into provider-agnostic translation/utilities to reduce duplicate logic.",Execution item CP2K-0904 | Source: router-for-me/CLIProxyAPI issue#433 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/433 | Implementation note: Refactor translation layer to isolate provider transform logic from transport concerns. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#433,https://github.com/router-for-me/CLIProxyAPI/issues/433,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0904
"Extend docs for ""Antigravity Claude *-thinking + tools only stream reasoning (no assistant content/tool_calls) via OpenAI-compatible API"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0906 | Source: router-for-me/CLIProxyAPI issue#425 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/425 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#425,https://github.com/router-for-me/CLIProxyAPI/issues/425,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0906
"Add robust stream/non-stream parity tests for ""Antigravity Claude by Claude Code `max_tokens` must be greater than `thinking.budget_tokens`"" across supported providers.",Execution item CP2K-0907 | Source: router-for-me/CLIProxyAPI issue#424 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/424 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#424,https://github.com/router-for-me/CLIProxyAPI/issues/424,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0907
"Prepare safe rollout for ""Extended thinking blocks not preserved during tool use, causing API rejection"" via flags, migration docs, and backward-compat tests.",Execution item CP2K-0909 | Source: router-for-me/CLIProxyAPI issue#420 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/420 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#420,https://github.com/router-for-me/CLIProxyAPI/issues/420,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0909
"Standardize naming/metadata affected by ""Antigravity Claude via CLIProxyAPI: browsing enabled in Cherry but no actual web requests"" across both repos and docs.","Execution item CP2K-0910 | Source: router-for-me/CLIProxyAPI issue#419 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/419 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#419,https://github.com/router-for-me/CLIProxyAPI/issues/419,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0910
"Operationalize ""Gemini-CLI,gemini-2.5-pro调用触发限流之后(You have exhausted your capacity on this model. Your quota will reset after 51s.)，会自动切换请求gemini-2.5-pro-preview-06-05，但是这个模型貌似已经不存在了"" with observability, runbook updates, and deployment safeguards.",Execution item CP2K-0913 | Source: router-for-me/CLIProxyAPI issue#414 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/414 | Implementation note: Improve error diagnostics and add actionable remediation text in CLI and docs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#414,https://github.com/router-for-me/CLIProxyAPI/issues/414,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0913
"Extend docs for ""[Feature Request] Dynamic Model Mapping & Custom Parameter Injection (e.g., iflow /tab)"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0916 | Source: router-for-me/CLIProxyAPI issue#411 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/411 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#411,https://github.com/router-for-me/CLIProxyAPI/issues/411,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0916
"Create or refresh provider quickstart derived from ""Antigravity not working"" with setup/auth/model/sanity-check flow.",Execution item CP2K-0918 | Source: router-for-me/CLIProxyAPI issue#407 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/407 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,docs-quickstarts,yes,issue,router-for-me/CLIProxyAPI,issue#407,https://github.com/router-for-me/CLIProxyAPI/issues/407,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0918
"Prepare safe rollout for ""大佬能不能出个zeabur部署的教程"" via flags, migration docs, and backward-compat tests.",Execution item CP2K-0919 | Source: router-for-me/CLIProxyAPI issue#403 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/403 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,websocket-and-streaming,yes,issue,router-for-me/CLIProxyAPI,issue#403,https://github.com/router-for-me/CLIProxyAPI/issues/403,"board-2000,theme:websocket-and-streaming,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0919
"Follow up ""HTTP Proxy Not Effective: Token Unobtainable After Google Account Authentication Success"" by closing compatibility gaps and locking in regression coverage.",Execution item CP2K-0921 | Source: router-for-me/CLIProxyAPI issue#397 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/397 | Implementation note: Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#397,https://github.com/router-for-me/CLIProxyAPI/issues/397,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0921
"Prepare safe rollout for ""能否为kiro oauth提供支持？（附实现项目链接）"" via flags, migration docs, and backward-compat tests.",Execution item CP2K-0929 | Source: router-for-me/CLIProxyAPI issue#368 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/368 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#368,https://github.com/router-for-me/CLIProxyAPI/issues/368,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0929
"Standardize naming/metadata affected by ""antigravity 无法配置？"" across both repos and docs.","Execution item CP2K-0930 | Source: router-for-me/CLIProxyAPI issue#367 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/367 | Implementation note: Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters. | Tracking rule: keep source->solution mapping and update Status as work progresses.",proposed,P1,wave-1,S,oauth-and-authentication,yes,issue,router-for-me/CLIProxyAPI,issue#367,https://github.com/router-for-me/CLIProxyAPI/issues/367,"board-2000,theme:oauth-and-authentication,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0930
"Create or refresh provider quickstart derived from ""[Bug] Codex Reasponses Sometimes Omit Reasoning Tokens"" with setup/auth/model/sanity-check flow.",Execution item CP2K-0935 | Source: router-for-me/CLIProxyAPI issue#356 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/356 | Implementation note: Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,docs-quickstarts,yes,issue,router-for-me/CLIProxyAPI,issue#356,https://github.com/router-for-me/CLIProxyAPI/issues/356,"board-2000,theme:docs-quickstarts,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0935
"Extend docs for ""[Bug] Codex Max Does Not Utilize XHigh Reasoning Effort"" with quickstart snippets and troubleshooting decision trees.",Execution item CP2K-0936 | Source: router-for-me/CLIProxyAPI issue#354 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/354 | Implementation note: Add staged rollout controls (feature flags) with safe defaults and migration notes. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#354,https://github.com/router-for-me/CLIProxyAPI/issues/354,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0936
"Add robust stream/non-stream parity tests for ""[Bug] Gemini 3 Does Not Utilize Reasoning Effort"" across supported providers.",Execution item CP2K-0937 | Source: router-for-me/CLIProxyAPI issue#353 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/353 | Implementation note: Harden edge-case parsing for stream and non-stream payload variants. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#353,https://github.com/router-for-me/CLIProxyAPI/issues/353,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0937
"Refactor internals touched by ""API for iflow-cli is not work anymore: iflow executor: token refresh failed: iflow token: missing access token in response"" to reduce coupling and improve maintainability.",Execution item CP2K-0938 | Source: router-for-me/CLIProxyAPI issue#352 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/352 | Implementation note: Benchmark p50/p95 latency and memory; reject regressions in CI quality gate. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,thinking-and-reasoning,yes,issue,router-for-me/CLIProxyAPI,issue#352,https://github.com/router-for-me/CLIProxyAPI/issues/352,"board-2000,theme:thinking-and-reasoning,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0938
"Prepare safe rollout for ""[Bug] Antigravity/Claude Code: ""tools.0.custom.input_schema: Field required"" error on all antigravity models"" via flags, migration docs, and backward-compat tests.",Execution item CP2K-0939 | Source: router-for-me/CLIProxyAPI issue#351 | Source URL: https://github.com/router-for-me/CLIProxyAPI/issues/351 | Implementation note: Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs. | Tracking rule: keep source->solution mapping and update Status as work progresses.,proposed,P1,wave-1,S,responses-and-chat-compat,yes,issue,router-for-me/CLIProxyAPI,issue#351,https://github.com/router-for-me/CLIProxyAPI/issues/351,"board-2000,theme:responses-and-chat-compat,prio:p1,wave:wave-1,effort:s,kind:issue",CP2K-0939
