id,theme,title,priority,effort,wave,status,implementation_ready,source_kind,source_repo,source_ref,source_url,implementation_note
CP2K-0253,integration-api-bindings,"Design non-subprocess integration contract related to ""Does CLIProxyAPIPlus support Kiro multi-account rotation with load balancing?"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,discussion,router-for-me/CLIProxyAPIPlus,discussion#73,https://github.com/router-for-me/CLIProxyAPIPlus/discussions/73,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0261,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""Qwen Oauth fails"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1658,https://github.com/router-for-me/CLIProxyAPI/issues/1658,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0266,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""Gemini API integration: incorrect renaming of 'parameters' to 'parametersJsonSchema'"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1649,https://github.com/router-for-me/CLIProxyAPI/issues/1649,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0276,integration-api-bindings,"Design non-subprocess integration contract related to ""Please add support for Claude Sonnet 4.6"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1622,https://github.com/router-for-me/CLIProxyAPI/issues/1622,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0285,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""速速支持qwen code的qwen3.5"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1603,https://github.com/router-for-me/CLIProxyAPI/issues/1603,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0290,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""()强制思考会在2m左右时返回500错误"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1591,https://github.com/router-for-me/CLIProxyAPI/issues/1591,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0299,integration-api-bindings,"Design non-subprocess integration contract related to ""希望能加一个一键清理失效的认证文件功能"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1580,https://github.com/router-for-me/CLIProxyAPI/issues/1580,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0304,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""Reasoning Error"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1572,https://github.com/router-for-me/CLIProxyAPI/issues/1572,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0319,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""[Claude code] ENABLE_TOOL_SEARCH - MCP not in available tools 400"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1547,https://github.com/router-for-me/CLIProxyAPI/issues/1547,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0322,integration-api-bindings,"Design non-subprocess integration contract related to ""删除iflow提供商的过时模型"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1544,https://github.com/router-for-me/CLIProxyAPI/issues/1544,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0342,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""[BUG] 反重力 Opus-4.5 在 OpenCode 上搭配 DCP 插件使用时会报错"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1507,https://github.com/router-for-me/CLIProxyAPI/issues/1507,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0345,integration-api-bindings,"Design non-subprocess integration contract related to ""[BUG] sdkaccess.RegisterProvider 逻辑被 syncInlineAccessProvider 破坏"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1503,https://github.com/router-for-me/CLIProxyAPI/issues/1503,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0348,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""After logging in with iFlowOAuth, most models cannot be used, only non-CLI models can be used."" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1499,https://github.com/router-for-me/CLIProxyAPI/issues/1499,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0361,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""Roo Code v3.47.0 cannot make Gemini API calls anymore"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1476,https://github.com/router-for-me/CLIProxyAPI/issues/1476,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0368,integration-api-bindings,"Design non-subprocess integration contract related to ""为啥openai的端点可以添加多个密钥，但是a社的端点不能添加"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1457,https://github.com/router-for-me/CLIProxyAPI/issues/1457,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0377,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""The requested model 'gpt-5.3-codex' does not exist."" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1441,https://github.com/router-for-me/CLIProxyAPI/issues/1441,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0380,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""iflow kimi-k2.5 无法正常统计消耗的token数，一直是0"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1437,https://github.com/router-for-me/CLIProxyAPI/issues/1437,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0399,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""■ stream disconnected before completion: stream closed before response.completed"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1407,https://github.com/router-for-me/CLIProxyAPI/issues/1407,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0406,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""Vertex AI global 区域端点 URL 格式错误，导致无法访问 Gemini 3 Preview 模型"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1395,https://github.com/router-for-me/CLIProxyAPI/issues/1395,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0414,integration-api-bindings,"Design non-subprocess integration contract related to ""[Feature request] Support nested object parameter mapping in payload config"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1384,https://github.com/router-for-me/CLIProxyAPI/issues/1384,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0418,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""Gemini 3 Flash includeThoughts参数不生效了"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1378,https://github.com/router-for-me/CLIProxyAPI/issues/1378,Benchmark p50/p95 latency and memory; reject regressions in CI quality gate.
CP2K-0435,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""400 Bad Request when reasoning_effort=""xhigh"" with kimi k2.5 (OpenAI-compatible API)"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1307,https://github.com/router-for-me/CLIProxyAPI/issues/1307,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0437,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""CLI Proxy API 版本: v6.7.28，OAuth 模型别名里的antigravity项目无法被删除。"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1305,https://github.com/router-for-me/CLIProxyAPI/issues/1305,Harden edge-case parsing for stream and non-stream payload variants.
CP2K-0456,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""Tool Error on Antigravity Gemini 3 Flash"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1269,https://github.com/router-for-me/CLIProxyAPI/issues/1269,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0460,integration-api-bindings,"Design non-subprocess integration contract related to ""AMP CLI not working"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1264,https://github.com/router-for-me/CLIProxyAPI/issues/1264,"Add contract tests for malformed payloads, missing fields, and legacy/new mixed parameters."
CP2K-0464,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""Anthropic via OAuth can not callback URL"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1256,https://github.com/router-for-me/CLIProxyAPI/issues/1256,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0475,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""Feature Request:Add support for separate proxy configuration with credentials"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1236,https://github.com/router-for-me/CLIProxyAPI/issues/1236,Instrument structured logs/metrics around request normalize->translate->dispatch lifecycle.
CP2K-0483,integration-api-bindings,"Design non-subprocess integration contract related to ""tool_use_error InputValidationError: EnterPlanMode failed due to the following issue: An unexpected parameter `reason` was provided"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1215,https://github.com/router-for-me/CLIProxyAPI/issues/1215,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0494,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""认证失败: Failed to exchange token"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1186,https://github.com/router-for-me/CLIProxyAPI/issues/1186,Refactor translation layer to isolate provider transform logic from transport concerns.
CP2K-0506,integration-api-bindings,"Design non-subprocess integration contract related to ""[Feature] 添加Github Copilot 的OAuth"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1159,https://github.com/router-for-me/CLIProxyAPI/issues/1159,Add staged rollout controls (feature flags) with safe defaults and migration notes.
CP2K-0513,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""OpenAI 兼容模型请求失败问题"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1149,https://github.com/router-for-me/CLIProxyAPI/issues/1149,Improve error diagnostics and add actionable remediation text in CLI and docs.
CP2K-0522,dev-runtime-refresh,"Add process-compose/HMR refresh workflow linked to ""API Error: 400是怎么回事，之前一直能用"" for deterministic local runtime reload.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1133,https://github.com/router-for-me/CLIProxyAPI/issues/1133,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0529,integration-api-bindings,"Design non-subprocess integration contract related to ""Error code: 400 - {'detail': 'Unsupported parameter: user'}"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1119,https://github.com/router-for-me/CLIProxyAPI/issues/1119,Expand quickstart and troubleshooting docs with copy-paste examples and expected outputs.
CP2K-0532,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""该凭证暂无可用模型，这是被封号了的意思吗"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1111,https://github.com/router-for-me/CLIProxyAPI/issues/1111,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
CP2K-0551,go-cli-extraction,"Port relevant thegent-managed behavior implied by ""修改报错HTTP Status Code"" into cliproxy Go CLI commands and interactive setup.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1082,https://github.com/router-for-me/CLIProxyAPI/issues/1082,Implement compatibility-preserving normalization path with explicit fallback behavior and telemetry.
CP2K-0552,integration-api-bindings,"Design non-subprocess integration contract related to ""反重力2api无法使用工具"" with Go bindings primary and API fallback.",P1,M,wave-1,proposed,yes,issue,router-for-me/CLIProxyAPI,issue#1080,https://github.com/router-for-me/CLIProxyAPI/issues/1080,Add failing-before/failing-after regression tests and update golden fixtures for each supported provider.
