id,theme,title,priority,effort,source_kind,source_repo,source_ref,source_url,status,action
CPB-0286,websocket-and-streaming,"Expand docs and examples for ""[Feature Request] Provide optional standalone UI service in docker-compose"" with copy-paste quickstart and troubleshooting section.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1267,https://github.com/router-for-me/CLIProxyAPI/issues/1267,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0287,websocket-and-streaming,"Add QA scenarios for ""[Improvement] Pre-bundle Management UI in Docker Image"" including stream/non-stream parity and edge-case payloads.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1266,https://github.com/router-for-me/CLIProxyAPI/issues/1266,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0288,thinking-and-reasoning,"Refactor implementation behind ""AMP CLI not working"" to reduce complexity and isolate transformation boundaries.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1264,https://github.com/router-for-me/CLIProxyAPI/issues/1264,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0289,docs-quickstarts,"Create/refresh provider quickstart derived from ""建议增加根据额度阈值跳过轮询凭证功能"" including setup, auth, model select, and sanity-check commands.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1263,https://github.com/router-for-me/CLIProxyAPI/issues/1263,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0290,dev-runtime-refresh,"Add process-compose/HMR refresh workflow tied to ""[Bug] Antigravity Gemini API 报错：enum 仅允许用于 STRING 类型"" so local config and runtime can be reloaded deterministically.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1260,https://github.com/router-for-me/CLIProxyAPI/issues/1260,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0291,general-polish,"Follow up on ""好像codebuddy也能有命令行也能用，能加进去吗"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1259,https://github.com/router-for-me/CLIProxyAPI/issues/1259,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0292,thinking-and-reasoning,"Harden ""Anthropic via OAuth can not callback URL"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1256,https://github.com/router-for-me/CLIProxyAPI/issues/1256,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0293,thinking-and-reasoning,"Operationalize ""[Bug] 反重力banana pro 4k 图片生成输出为空，仅思考过程可见"" with observability, alerting thresholds, and runbook updates.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1255,https://github.com/router-for-me/CLIProxyAPI/issues/1255,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0294,websocket-and-streaming,"Convert ""iflow Cookies 登陆好像不能用"" into a provider-agnostic pattern and codify in shared translation utilities.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1254,https://github.com/router-for-me/CLIProxyAPI/issues/1254,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0295,oauth-and-authentication,"Add DX polish around ""CLIProxyAPI goes down after some time, only recovers when SSH into server"" through improved command ergonomics and faster feedback loops.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1253,https://github.com/router-for-me/CLIProxyAPI/issues/1253,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0296,oauth-and-authentication,"Expand docs and examples for ""kiro hope"" with copy-paste quickstart and troubleshooting section.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1252,https://github.com/router-for-me/CLIProxyAPI/issues/1252,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0297,thinking-and-reasoning,"Add QA scenarios for """"Requested entity was not found"" for all antigravity models"" including stream/non-stream parity and edge-case payloads.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1251,https://github.com/router-for-me/CLIProxyAPI/issues/1251,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0298,provider-model-registry,"Refactor implementation behind ""[BUG] Why does it repeat twice? 为什么他重复了两次？"" to reduce complexity and isolate transformation boundaries.",P3,S,issue,router-for-me/CLIProxyAPI,issue#1247,https://github.com/router-for-me/CLIProxyAPI/issues/1247,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0299,integration-api-bindings,"Define non-subprocess integration path related to ""6.6.109之前的版本都可以开启iflow的deepseek3.2，qwen3-max-preview思考，6.7.xx就不能了"" (Go bindings surface + HTTP fallback contract + version negotiation).",P2,S,issue,router-for-me/CLIProxyAPI,issue#1245,https://github.com/router-for-me/CLIProxyAPI/issues/1245,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0300,thinking-and-reasoning,"Standardize metadata and naming conventions touched by ""Bug: Anthropic API 400 Error - Missing 'thinking' block before 'tool_use'"" across both repos.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1244,https://github.com/router-for-me/CLIProxyAPI/issues/1244,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0301,responses-and-chat-compat,"Follow up on ""v6.7.24，反重力的gemini-3，调用API有bug"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1243,https://github.com/router-for-me/CLIProxyAPI/issues/1243,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0302,provider-model-registry,"Harden ""How to reset /models"" with clearer validation, safer defaults, and defensive fallbacks.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1240,https://github.com/router-for-me/CLIProxyAPI/issues/1240,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0303,oauth-and-authentication,"Operationalize ""Feature Request:Add support for separate proxy configuration with credentials"" with observability, alerting thresholds, and runbook updates.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1236,https://github.com/router-for-me/CLIProxyAPI/issues/1236,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0304,go-cli-extraction,"Port relevant thegent-managed flow implied by ""GLM Coding Plan"" into first-class cliproxy Go CLI command(s) with interactive setup support.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1226,https://github.com/router-for-me/CLIProxyAPI/issues/1226,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0305,thinking-and-reasoning,"Add DX polish around ""更新到最新版本之后，出现了503的报错"" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1224,https://github.com/router-for-me/CLIProxyAPI/issues/1224,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
CPB-0306,docs-quickstarts,"Create/refresh provider quickstart derived from ""能不能增加一个配额保护"" including setup, auth, model select, and sanity-check commands.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1223,https://github.com/router-for-me/CLIProxyAPI/issues/1223,proposed,"Introduce structured logs for input config, normalized config, and outbound payload diff (sensitive fields redacted)."
CPB-0307,thinking-and-reasoning,"Add QA scenarios for ""auth_unavailable: no auth available in claude code cli, 使用途中经常500"" including stream/non-stream parity and edge-case payloads.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1222,https://github.com/router-for-me/CLIProxyAPI/issues/1222,proposed,Add config toggles for safe rollout and default them to preserve existing deployments.
CPB-0308,websocket-and-streaming,"Refactor implementation behind ""无法关闭谷歌的某个具体的账号的使用权限"" to reduce complexity and isolate transformation boundaries.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1219,https://github.com/router-for-me/CLIProxyAPI/issues/1219,proposed,Benchmark latency and memory before/after; gate merge on no regression for p50/p95.
CPB-0309,websocket-and-streaming,"Ensure rollout safety for ""docker中的最新版本不是lastest"" via feature flags, staged defaults, and migration notes.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1218,https://github.com/router-for-me/CLIProxyAPI/issues/1218,proposed,"Add API contract tests covering malformed input, missing fields, and mixed legacy/new parameter names."
CPB-0310,thinking-and-reasoning,"Standardize metadata and naming conventions touched by ""openai codex 认证失败: Failed to exchange authorization code for tokens"" across both repos.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1217,https://github.com/router-for-me/CLIProxyAPI/issues/1217,proposed,Create migration note and changelog entry with explicit compatibility guarantees and caveats.
CPB-0311,thinking-and-reasoning,"Follow up on ""tool_use_error InputValidationError: EnterPlanMode failed due to the following issue: An unexpected parameter `reason` was provided"" by closing compatibility gaps and preventing regressions in adjacent providers.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1215,https://github.com/router-for-me/CLIProxyAPI/issues/1215,proposed,Implement normalized parameter ingestion with strict backward compatibility and explicit telemetry counters.
CPB-0312,responses-and-chat-compat,"Harden ""Error 403"" with clearer validation, safer defaults, and defensive fallbacks.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1214,https://github.com/router-for-me/CLIProxyAPI/issues/1214,proposed,Add regression tests that fail before fix and pass after patch; include fixture updates for cross-provider mapping.
CPB-0313,oauth-and-authentication,"Operationalize ""Gemini CLI OAuth 认证失败: failed to start callback server"" with observability, alerting thresholds, and runbook updates.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1213,https://github.com/router-for-me/CLIProxyAPI/issues/1213,proposed,Improve user-facing error messages and add deterministic remediation text with command examples.
CPB-0314,thinking-and-reasoning,"Convert ""bug: Thinking budget ignored in cross-provider conversations (Antigravity)"" into a provider-agnostic pattern and codify in shared translation utilities.",P1,S,issue,router-for-me/CLIProxyAPI,issue#1199,https://github.com/router-for-me/CLIProxyAPI/issues/1199,proposed,Document behavior in provider quickstart and compatibility matrix with concrete request/response examples.
CPB-0315,websocket-and-streaming,"Add DX polish around ""[功能需求] 认证文件增加屏蔽模型跳过轮询"" through improved command ergonomics and faster feedback loops.",P2,S,issue,router-for-me/CLIProxyAPI,issue#1197,https://github.com/router-for-me/CLIProxyAPI/issues/1197,proposed,Refactor handler to isolate transformation logic from transport concerns and reduce side effects.
